40 
1  994  392  30  338  
2  974  51  472  365  
3  957  20  707  423  
4  921  712  3  806  
5  898  420  366  231  
6  898  38  994  30  
7  880  706  15  723  
8  872  277  278  545  
9  852  202  729  168  
10  832  95  487  680  
11  813  306  751  146  
12  785  518  318  337  
13  782  34  795  533  
14  777  607  598  106  
15  749  187  229  870  
16  682  934  227  99  
17  673  405  138  782  
18  645  203  628  593  
19  569  701  381  263  
20  558  479  393  563  
21  553  91  779  652  
22  498  611  227  642  
23  467  983  164  173  
24  443  679  783  119  
25  440  609  440  504  
26  410  971  526  54  
27  401  148  986  189  
28  393  778  140  710  
29  389  556  364  696  
30  344  762  926  33  
31  254  799  241  703  
32  242  90  596  951  
33  221  638  842  297  
34  180  930  519  265  
35  156  107  587  979  
36  105  374  973  345  
37  33  959  649  409  
38  29  501  750  908  
39  26  839  711  686  
40  19  134  788  989  
