30 
1  965  794  967  
2  962  969  880  
3  934  943  946  
4  921  736  887  
5  907  840  841  
6  850  809  448  
7  755  884  802  
8  751  910  947  
9  722  887  644  
10  706  575  495  
11  677  663  811  
12  648  511  748  
13  600  603  967  
14  595  639  554  
15  589  587  503  
16  578  713  336  
17  535  724  891  
18  531  719  646  
19  491  784  852  
20  468  65  377  
21  438  475  527  
22  433  499  386  
23  415  181  185  
24  406  532  312  
25  368  76  412  
26  322  615  481  
27  237  450  916  
28  139  414  359  
29  135  296  115  
30  60  697  106  
