30 
1  958  79  411  
2  951  280  158  
3  842  840  27  
4  831  91  637  
5  829  718  54  
6  808  586  140  
7  795  577  176  
8  773  859  36  
9  730  387  392  
10  717  279  534  
11  688  719  116  
12  681  683  164  
13  592  689  226  
14  547  415  470  
15  542  827  177  
16  511  627  368  
17  445  618  477  
18  428  129  917  
19  398  554  542  
20  352  569  578  
21  345  870  217  
22  256  654  621  
23  189  813  518  
24  168  764  592  
25  167  256  944  
26  138  667  685  
27  117  883  527  
28  47  987  353  
29  36  953  540  
30  9  924  843  
