30 
1  973  925  963  
2  958  945  725  
3  941  964  948  
4  913  870  766  
5  856  673  592  
6  843  559  794  
7  821  901  894  
8  798  910  823  
9  739  452  782  
10  712  604  438  
11  603  561  627  
12  545  715  810  
13  530  413  431  
14  529  598  541  
15  503  738  701  
16  483  285  432  
17  462  468  199  
18  461  692  727  
19  427  653  626  
20  399  168  206  
21  398  59  128  
22  378  785  424  
23  329  401  296  
24  254  547  502  
25  88  74  157  
26  88  155  245  
27  88  140  50  
28  46  239  302  
29  18  14  196  
30  18  17  79  
