40 
1  987  872  966  
2  942  267  224  
3  912  422  3  
4  911  467  586  
5  852  264  985  
6  803  161  100  
7  749  637  182  
8  717  44  477  
9  714  199  154  
10  696  835  438  
11  688  656  79  
12  674  252  609  
13  658  235  588  
14  607  305  301  
15  603  181  606  
16  596  639  108  
17  584  194  80  
18  572  230  731  
19  548  951  592  
20  546  802  137  
21  540  995  493  
22  453  868  43  
23  440  316  302  
24  413  549  35  
25  369  943  932  
26  335  49  899  
27  320  268  253  
28  293  386  788  
29  286  879  365  
30  255  978  767  
31  233  52  252  
32  215  180  297  
33  192  866  703  
34  144  570  544  
35  124  655  775  
36  111  692  962  
37  99  763  811  
38  84  651  34  
39  30  490  484  
40  22  376  66  
