50 
1  971  35  455  
2  939  40  642  
3  918  92  529  
4  908  38  665  
5  905  221  316  
6  878  572  92  
7  867  352  221  
8  852  535  126  
9  848  750  51  
10  846  719  59  
11  835  450  161  
12  808  459  220  
13  800  624  137  
14  783  692  92  
15  764  134  609  
16  740  658  156  
17  730  88  787  
18  698  766  128  
19  693  736  123  
20  670  124  780  
21  635  318  503  
22  621  927  44  
23  615  710  209  
24  605  338  529  
25  594  625  273  
26  582  386  536  
27  581  82  860  
28  522  273  770  
29  502  728  311  
30  465  986  18  
31  420  873  153  
32  405  832  227  
33  349  268  842  
34  326  445  700  
35  323  872  250  
36  318  671  553  
37  304  582  604  
38  303  716  494  
39  246  109  977  
40  191  216  948  
41  190  769  571  
42  183  402  894  
43  171  403  897  
44  171  682  708  
45  151  814  618  
46  150  744  698  
47  127  686  741  
48  78  323  969  
49  58  714  826  
50  28  979  438  
