40 
1  1000  1000  1000  1000  
2  984  893  759  889  
3  950  946  956  964  
4  923  955  924  963  
5  852  728  790  646  
6  850  672  973  932  
7  809  743  793  790  
8  802  698  748  645  
9  771  494  530  579  
10  762  782  646  564  
11  754  935  950  556  
12  745  445  418  487  
13  714  631  436  935  
14  657  914  853  754  
15  629  260  647  646  
16  615  736  842  595  
17  612  613  651  781  
18  600  480  796  762  
19  555  216  538  139  
20  543  712  750  798  
21  490  457  323  765  
22  489  605  618  761  
23  427  384  424  245  
24  411  425  593  569  
25  408  406  641  304  
26  408  668  418  333  
27  403  707  561  448  
28  393  464  344  322  
29  387  282  181  449  
30  359  495  258  517  
31  354  140  249  452  
32  321  572  740  498  
33  308  360  576  189  
34  306  305  271  361  
35  273  275  270  326  
36  225  94  65  19  
37  222  194  519  198  
38  199  254  176  245  
39  196  411  451  157  
40  77  118  86  52  
