40 
1  995  189  607  
2  987  337  808  
3  931  393  96  
4  881  276  743  
5  866  275  146  
6  839  64  956  
7  821  897  357  
8  796  895  55  
9  727  248  437  
10  721  868  947  
11  704  182  991  
12  664  678  120  
13  538  127  275  
14  538  710  81  
15  527  146  978  
16  517  421  736  
17  495  433  958  
18  480  333  265  
19  472  368  576  
20  444  412  485  
21  412  582  122  
22  400  966  770  
23  373  506  518  
24  355  210  918  
25  333  379  873  
26  277  455  387  
27  261  349  252  
28  240  59  138  
29  234  575  148  
30  198  328  689  
31  180  710  288  
32  174  585  698  
33  162  55  118  
34  151  796  424  
35  144  545  986  
36  85  229  644  
37  62  597  510  
38  54  492  120  
39  47  861  522  
40  26  479  958  
