50 
1  951  984  985  795  
2  936  944  696  513  
3  927  643  629  893  
4  923  950  838  826  
5  902  536  559  803  
6  885  805  873  376  
7  868  751  722  332  
8  853  585  399  888  
9  848  603  309  984  
10  845  735  814  615  
11  831  437  934  175  
12  826  824  603  542  
13  797  343  580  495  
14  785  588  593  425  
15  773  798  960  530  
16  760  594  530  871  
17  747  194  136  802  
18  704  797  859  601  
19  698  593  788  461  
20  682  67  245  166  
21  669  604  732  938  
22  660  841  310  795  
23  602  419  34  339  
24  526  554  18  78  
25  518  46  674  671  
26  494  176  620  449  
27  490  241  339  709  
28  475  13  106  540  
29  466  590  481  798  
30  465  64  556  242  
31  427  772  297  677  
32  388  727  930  952  
33  376  280  393  980  
34  374  386  659  546  
35  337  948  263  643  
36  313  276  94  164  
37  308  581  168  40  
38  302  40  478  902  
39  298  781  30  320  
40  275  959  306  340  
41  270  601  319  764  
42  228  518  610  569  
43  204  142  525  21  
44  193  409  371  132  
45  141  223  727  744  
46  125  762  189  152  
47  120  569  195  306  
48  72  20  189  736  
49  45  164  34  282  
50  39  157  266  398  
