50 
1  987  651  31  812  428  
2  956  594  98  781  194  
3  938  416  409  896  611  
4  890  665  292  119  765  
5  878  97  711  774  451  
6  872  356  852  507  929  
7  871  190  13  11  385  
8  848  776  202  241  682  
9  830  557  415  449  154  
10  803  833  99  441  611  
11  795  621  876  811  294  
12  772  759  403  99  51  
13  757  865  706  113  968  
14  740  327  692  799  75  
15  739  761  45  622  981  
16  715  892  990  999  847  
17  709  931  287  796  707  
18  693  171  639  941  251  
19  691  292  880  250  717  
20  677  344  601  530  937  
21  674  768  150  135  612  
22  662  958  361  234  49  
23  635  31  939  439  800  
24  621  467  660  742  549  
25  614  388  621  727  265  
26  609  619  932  306  870  
27  591  321  224  753  320  
28  481  779  488  741  715  
29  426  888  229  69  951  
30  387  890  399  23  854  
31  360  162  477  340  174  
32  358  201  957  592  683  
33  358  628  709  928  464  
34  356  19  418  826  586  
35  352  995  622  158  849  
36  335  956  431  456  377  
37  317  154  280  287  229  
38  302  652  996  806  864  
39  233  270  615  889  472  
40  230  342  469  339  545  
41  225  288  746  241  716  
42  219  67  14  248  718  
43  128  897  267  451  553  
44  105  515  731  714  364  
45  91  374  331  116  526  
46  81  331  502  18  596  
47  64  282  532  40  875  
48  57  458  327  878  158  
49  50  787  409  861  553  
50  13  345  140  263  93  
