30 
1  978  438  13  
2  968  218  149  
3  938  89  566  
4  928  34  592  
5  903  298  340  
6  903  161  918  
7  900  68  796  
8  896  11  706  
9  890  68  834  
10  801  486  148  
11  695  424  335  
12  541  685  171  
13  521  318  817  
14  516  612  130  
15  504  848  215  
16  469  715  295  
17  421  548  376  
18  419  455  548  
19  413  95  886  
20  409  98  614  
21  365  889  281  
22  338  982  57  
23  281  378  810  
24  265  878  564  
25  256  577  726  
26  203  844  368  
27  144  702  514  
28  71  652  343  
29  23  787  624  
30  23  924  643  
