40 
1  987  18  404  
2  987  508  13  
3  984  103  156  
4  983  527  19  
5  968  95  312  
6  925  627  50  
7  920  815  9  
8  899  59  641  
9  876  481  134  
10  848  292  316  
11  794  658  95  
12  771  418  359  
13  719  398  401  
14  671  499  294  
15  645  317  552  
16  577  28  964  
17  542  216  764  
18  471  775  235  
19  464  613  433  
20  434  170  862  
21  424  39  977  
22  375  313  805  
23  343  240  833  
24  328  851  253  
25  282  782  361  
26  279  763  487  
27  223  132  972  
28  182  151  977  
29  171  997  27  
30  169  509  793  
31  165  590  782  
32  163  433  892  
33  157  854  469  
34  134  140  990  
35  93  783  698  
36  64  849  713  
37  24  151  998  
38  18  828  903  
39  18  1000  139  
40  14  733  937  
