30 
1  945  972  759  515  850  
2  929  299  242  802  167  
3  864  19  382  776  162  
4  807  927  781  579  906  
5  790  850  776  881  817  
6  753  974  947  876  449  
7  696  752  849  825  64  
8  638  169  371  608  542  
9  629  748  809  694  751  
10  626  497  436  285  606  
11  624  979  827  903  383  
12  591  701  913  794  46  
13  587  398  529  644  478  
14  471  414  369  145  552  
15  467  592  149  679  364  
16  371  501  86  479  733  
17  343  591  718  535  81  
18  328  852  888  584  453  
19  325  209  123  893  565  
20  318  658  418  776  342  
21  318  235  996  843  821  
22  299  508  74  797  869  
23  290  153  246  258  299  
24  273  7  311  134  12  
25  258  35  46  437  203  
26  59  693  440  529  284  
27  59  236  48  141  91  
28  10  195  245  587  358  
29  9  160  326  73  4  
30  5  273  82  13  210  
