40 
1  997  267  15  
2  992  71  181  
3  981  412  50  
4  980  131  198  
5  777  32  892  
6  765  602  162  
7  721  935  18  
8  711  614  187  
9  692  775  141  
10  688  286  549  
11  661  557  345  
12  646  399  439  
13  639  26  939  
14  635  344  463  
15  631  471  423  
16  621  858  72  
17  557  703  261  
18  543  790  192  
19  522  651  330  
20  490  382  651  
21  461  957  41  
22  401  175  868  
23  348  963  85  
24  345  639  496  
25  315  731  446  
26  294  348  835  
27  220  501  768  
28  218  181  952  
29  213  819  443  
30  204  104  983  
31  193  721  664  
32  190  160  971  
33  166  798  596  
34  136  479  872  
35  126  282  952  
36  62  593  894  
37  58  931  516  
38  25  994  320  
39  12  874  882  
40  6  999  312  
