50 
1  946  345  635  57  
2  945  55  359  656  
3  942  600  490  35  
4  877  668  276  150  
5  869  165  166  778  
6  856  36  115  978  
7  855  602  786  26  
8  854  172  428  557  
9  848  304  286  481  
10  843  115  253  800  
11  825  741  100  371  
12  807  338  411  374  
13  799  297  416  422  
14  784  205  634  306  
15  770  496  910  18  
16  753  231  868  122  
17  747  16  963  388  
18  731  176  461  638  
19  720  726  90  527  
20  707  60  979  161  
21  694  462  770  113  
22  692  687  781  40  
23  692  318  229  767  
24  681  17  991  245  
25  669  267  802  227  
26  650  580  462  319  
27  642  551  541  295  
28  640  112  755  636  
29  625  899  604  46  
30  619  520  113  789  
31  594  756  92  694  
32  570  390  318  727  
33  550  178  987  76  
34  502  475  744  239  
35  476  608  244  715  
36  468  754  415  338  
37  439  949  161  355  
38  328  437  676  548  
39  255  698  228  757  
40  222  809  430  549  
41  186  86  905  850  
42  177  885  413  438  
43  175  108  976  542  
44  127  432  899  495  
45  115  316  342  983  
46  100  694  271  914  
47  73  79  899  962  
48  66  889  343  755  
49  62  387  897  783  
50  52  813  330  896  
