40 
1  975  823  996  
2  924  776  982  
3  865  823  777  
4  864  222  31  
5  850  179  153  
6  833  830  638  
7  825  498  794  
8  785  247  694  
9  775  552  85  
10  767  150  183  
11  751  662  708  
12  715  594  545  
13  693  836  155  
14  644  976  886  
15  615  948  266  
16  613  432  990  
17  582  500  589  
18  566  614  541  
19  532  297  772  
20  512  911  487  
21  456  109  538  
22  452  513  759  
23  444  693  673  
24  434  911  877  
25  400  204  393  
26  327  98  210  
27  306  390  784  
28  272  942  665  
29  254  569  187  
30  212  53  700  
31  195  37  253  
32  169  519  624  
33  156  593  345  
34  140  19  457  
35  133  306  30  
36  110  166  463  
37  108  240  453  
38  47  628  196  
39  33  93  38  
40  2  13  76  
