40 
1  982  802  123  282  121  
2  972  604  204  8  848  
3  967  553  66  40  919  
4  964  416  41  731  310  
5  961  503  913  409  4  
6  948  657  165  566  93  
7  932  18  21  988  620  
8  924  106  353  415  671  
9  840  720  351  861  12  
10  809  431  60  495  832  
11  758  846  483  240  204  
12  754  408  9  566  966  
13  722  722  31  799  430  
14  720  34  850  841  191  
15  684  51  662  865  336  
16  661  224  996  110  177  
17  587  466  962  275  91  
18  565  777  50  698  541  
19  475  513  241  349  888  
20  471  784  266  231  773  
21  466  364  895  280  433  
22  463  456  82  251  992  
23  444  511  655  323  575  
24  442  222  876  695  213  
25  413  853  937  71  222  
26  399  149  915  70  943  
27  365  992  583  306  44  
28  344  737  355  618  522  
29  338  403  891  397  305  
30  186  995  295  56  637  
31  173  775  510  908  140  
32  170  934  687  600  124  
33  161  822  451  366  687  
34  114  988  890  349  38  
35  83  23  900  475  984  
36  76  836  452  788  412  
37  50  303  528  307  995  
38  47  739  886  935  55  
39  21  719  104  1000  314  
40  19  324  962  427  863  
