30 
1  996  68  246  338  
2  992  703  4  438  
3  990  50  761  65  
4  985  4  939  154  
5  974  12  828  281  
6  906  107  419  531  
7  881  319  83  721  
8  855  352  483  277  
9  827  5  972  413  
10  817  793  155  254  
11  799  31  622  794  
12  759  271  519  430  
13  727  332  104  854  
14  724  909  416  59  
15  720  375  939  46  
16  653  196  527  619  
17  524  831  539  128  
18  498  809  269  394  
19  488  282  465  713  
20  476  463  486  546  
21  438  342  964  131  
22  394  123  942  505  
23  386  965  256  210  
24  347  824  261  521  
25  255  361  511  816  
26  210  883  470  354  
27  137  818  228  841  
28  75  364  394  976  
29  51  622  157  989  
30  21  312  919  857  
