50 
1  973  669  11  
2  959  467  43  
3  949  321  123  
4  931  292  143  
5  894  299  228  
6  894  228  290  
7  872  614  93  
8  868  446  166  
9  835  38  816  
10  815  246  406  
11  793  435  243  
12  766  70  734  
13  698  680  180  
14  696  785  112  
15  671  545  301  
16  659  378  452  
17  627  166  739  
18  622  253  651  
19  613  260  593  
20  605  114  833  
21  597  959  26  
22  561  270  715  
23  547  399  607  
24  469  43  962  
25  466  735  300  
26  459  512  505  
27  446  920  118  
28  399  298  790  
29  377  414  717  
30  373  785  277  
31  367  74  973  
32  332  984  45  
33  286  479  735  
34  278  121  968  
35  274  548  683  
36  258  151  948  
37  170  230  945  
38  170  989  105  
39  157  756  628  
40  114  790  636  
41  110  623  792  
42  100  695  787  
43  97  562  892  
44  97  954  398  
45  94  844  611  
46  87  961  373  
47  75  232  990  
48  59  888  626  
49  19  980  522  
50  14  942  717  
