40 
1  937  678  962  77  
2  913  96  881  938  
3  855  290  179  548  
4  845  285  527  293  
5  748  534  927  471  
6  723  855  323  605  
7  723  416  423  631  
8  673  305  109  466  
9  660  304  372  935  
10  647  887  713  697  
11  626  531  906  395  
12  605  641  400  802  
13  600  185  589  644  
14  598  209  779  224  
15  580  283  59  173  
16  579  7  89  142  
17  566  289  716  259  
18  537  724  331  45  
19  511  664  507  705  
20  497  997  659  273  
21  480  79  142  725  
22  472  976  558  487  
23  463  615  490  730  
24  429  503  632  199  
25  396  581  501  35  
26  387  24  930  672  
27  307  129  253  280  
28  307  48  366  663  
29  299  778  464  321  
30  263  801  276  369  
31  259  93  452  568  
32  227  679  189  280  
33  225  852  853  729  
34  177  541  409  501  
35  147  211  101  463  
36  105  109  470  745  
37  71  596  912  454  
38  54  556  582  320  
39  30  82  169  1  
40  8  409  701  95  
