40 
1  938  14  512  694  794  
2  938  610  906  706  27  
3  927  132  593  373  526  
4  909  36  845  666  678  
5  880  268  322  697  643  
6  863  628  217  675  55  
7  859  667  257  301  623  
8  856  150  127  691  97  
9  843  333  276  213  103  
10  836  857  412  103  877  
11  775  216  905  349  46  
12  725  664  746  73  221  
13  712  53  22  251  679  
14  703  675  766  739  454  
15  671  762  396  796  93  
16  647  862  745  302  183  
17  554  635  769  289  939  
18  526  388  173  891  250  
19  491  76  195  130  819  
20  488  72  587  465  217  
21  484  726  260  18  887  
22  484  663  684  450  367  
23  464  744  33  94  992  
24  443  443  136  994  966  
25  440  933  359  525  729  
26  365  3  411  114  146  
27  352  38  537  320  398  
28  326  547  960  839  388  
29  313  550  621  593  866  
30  266  722  950  650  747  
31  245  835  537  578  41  
32  240  805  820  185  178  
33  237  950  987  512  250  
34  237  678  697  200  97  
35  146  278  545  184  31  
36  136  751  324  293  517  
37  124  180  325  757  823  
38  44  88  765  611  850  
39  25  109  309  422  582  
40  14  943  405  532  909  
