30 
1  980  329  219  
2  954  539  296  
3  862  423  194  
4  823  786  309  
5  766  65  883  
6  714  345  432  
7  664  31  738  
8  644  330  525  
9  622  473  430  
10  605  28  949  
11  594  359  337  
12  563  320  747  
13  523  200  819  
14  511  641  447  
15  444  148  783  
16  435  231  675  
17  412  767  534  
18  333  171  802  
19  316  75  926  
20  300  811  65  
21  297  217  739  
22  289  140  839  
23  201  192  940  
24  191  675  754  
25  159  103  969  
26  110  597  857  
27  77  885  534  
28  64  794  637  
29  36  714  980  
30  25  965  374  
