30 
1  975  522  46  
2  957  777  2  
3  957  168  317  
4  946  347  9  
5  845  96  509  
6  820  6  758  
7  810  22  741  
8  800  492  154  
9  786  568  685  
10  723  36  882  
11  616  489  63  
12  538  578  602  
13  529  305  883  
14  505  390  884  
15  406  870  220  
16  326  510  418  
17  320  345  657  
18  301  85  975  
19  282  133  992  
20  278  351  626  
21  264  714  667  
22  251  118  931  
23  221  494  582  
24  198  760  518  
25  162  701  549  
26  71  1000  250  
27  68  455  730  
28  63  493  497  
29  35  581  968  
30  17  409  832  
