40 
1  997  63  409  151  
2  965  338  405  145  
3  963  266  49  701  
4  938  345  624  74  
5  933  553  90  338  
6  879  174  822  141  
7  855  875  63  288  
8  806  463  261  477  
9  806  277  552  383  
10  790  13  324  973  
11  776  736  44  670  
12  724  719  929  6  
13  657  833  58  575  
14  643  95  990  105  
15  641  48  843  650  
16  606  948  38  473  
17  586  727  158  548  
18  577  411  902  124  
19  547  274  442  772  
20  514  753  296  407  
21  492  970  108  300  
22  470  193  771  580  
23  424  801  819  64  
24  413  415  897  213  
25  402  737  396  432  
26  392  21  859  881  
27  374  646  382  632  
28  351  978  552  30  
29  338  732  663  272  
30  322  364  267  921  
31  305  450  622  580  
32  261  987  477  75  
33  245  715  484  482  
34  243  330  949  343  
35  216  471  916  334  
36  139  391  752  790  
37  122  551  30  998  
38  96  585  845  549  
39  56  744  565  770  
40  34  914  842  251  
