50 
1  993  942  270  
2  987  596  934  
3  966  317  509  
4  927  395  528  
5  926  949  394  
6  923  726  475  
7  917  142  209  
8  910  779  642  
9  798  260  23  
10  787  483  612  
11  786  888  666  
12  751  308  591  
13  729  219  433  
14  725  629  254  
15  715  775  277  
16  708  38  664  
17  693  172  243  
18  684  538  959  
19  672  462  801  
20  617  860  467  
21  609  721  975  
22  603  312  935  
23  569  216  833  
24  567  68  2  
25  556  726  135  
26  533  89  730  
27  514  835  769  
28  439  712  224  
29  383  56  407  
30  358  275  139  
31  356  783  345  
32  338  473  262  
33  311  719  458  
34  241  779  26  
35  202  538  615  
36  152  263  606  
37  139  135  99  
38  127  72  900  
39  118  655  940  
40  90  980  220  
41  87  991  727  
42  68  138  61  
43  51  722  322  
44  44  851  497  
45  43  3  145  
46  39  462  292  
47  34  2  681  
48  30  358  800  
49  25  269  397  
50  9  47  896  
