30 
1  982  127  283  986  
2  971  11  685  367  
3  952  381  248  302  
4  939  468  27  177  
5  937  119  530  76  
6  926  84  548  600  
7  919  12  764  328  
8  850  71  421  121  
9  792  909  119  983  
10  784  276  78  682  
11  705  141  831  973  
12  651  563  370  202  
13  623  822  885  75  
14  590  850  560  104  
15  536  865  663  666  
16  467  141  263  493  
17  456  781  701  517  
18  439  295  8  867  
19  433  406  383  960  
20  419  398  416  101  
21  402  348  526  463  
22  397  546  514  828  
23  167  439  584  562  
24  165  227  515  585  
25  103  54  897  663  
26  99  47  961  488  
27  64  734  339  622  
28  56  267  485  922  
29  24  160  152  612  
30  13  606  98  502  
