40 
1  967  443  848  816  421  
2  888  892  660  923  215  
3  842  783  346  199  977  
4  798  861  346  189  294  
5  790  79  723  436  474  
6  751  49  783  982  184  
7  693  945  44  215  283  
8  668  220  370  946  806  
9  664  687  473  474  179  
10  657  950  289  348  297  
11  649  332  265  773  843  
12  630  97  703  448  148  
13  615  181  496  701  533  
14  595  679  946  587  829  
15  586  708  94  333  739  
16  585  966  221  380  54  
17  520  338  419  671  467  
18  513  533  787  206  523  
19  508  107  527  983  131  
20  493  81  309  851  826  
21  489  565  103  120  421  
22  457  341  389  957  711  
23  392  202  953  843  418  
24  388  561  213  923  499  
25  377  223  443  310  705  
26  359  27  744  972  616  
27  341  463  7  636  155  
28  323  207  124  256  60  
29  322  872  108  631  436  
30  296  365  640  712  994  
31  264  317  112  860  619  
32  247  253  863  410  305  
33  203  230  64  999  968  
34  134  16  673  69  771  
35  113  572  881  314  210  
36  82  484  550  564  600  
37  63  354  48  421  103  
38  45  574  80  439  250  
39  38  282  191  385  795  
40  19  299  734  160  223  
