50 
1  939  423  308  43  784  
2  931  784  749  4  333  
3  929  684  826  18  218  
4  929  682  655  140  105  
5  919  713  507  596  14  
6  889  487  110  237  741  
7  865  229  493  656  277  
8  830  807  209  342  291  
9  825  503  175  915  67  
10  818  230  594  386  476  
11  773  469  689  722  30  
12  740  434  388  870  106  
13  708  93  959  439  212  
14  699  776  182  404  490  
15  693  823  42  249  845  
16  687  829  807  142  130  
17  686  361  272  478  700  
18  660  79  395  927  408  
19  640  54  448  779  729  
20  593  947  791  74  128  
21  579  736  396  745  125  
22  546  147  844  817  191  
23  532  9  658  919  707  
24  528  151  735  661  475  
25  507  220  456  552  793  
26  493  395  190  66  996  
27  491  961  535  52  470  
28  471  736  189  285  825  
29  470  483  651  145  806  
30  470  69  928  567  574  
31  385  949  789  83  237  
32  365  55  609  984  298  
33  360  902  447  474  247  
34  274  672  133  917  475  
35  250  972  762  16  603  
36  238  686  672  573  396  
37  223  317  353  910  555  
38  197  938  103  758  447  
39  162  792  614  454  445  
40  162  64  801  794  841  
41  150  292  834  822  368  
42  103  579  253  691  883  
43  101  763  993  259  100  
44  100  18  980  977  263  
45  99  366  331  224  997  
46  89  853  329  988  113  
47  65  859  868  678  136  
48  30  708  538  335  947  
49  27  293  537  968  669  
50  15  149  993  665  662  
