50 
1  999  899  910  953  906  
2  998  985  999  995  994  
3  996  996  955  991  975  
4  916  486  720  417  636  
5  891  797  940  930  955  
6  876  909  851  890  620  
7  874  970  968  895  814  
8  874  886  806  943  689  
9  873  331  419  501  568  
10  842  581  630  591  498  
11  841  940  772  978  964  
12  811  380  522  699  441  
13  779  770  942  672  600  
14  762  860  650  743  529  
15  754  666  536  617  737  
16  733  558  632  372  353  
17  712  861  725  734  382  
18  708  831  967  883  947  
19  692  960  792  782  646  
20  684  924  835  853  815  
21  680  525  491  322  522  
22  655  448  433  894  751  
23  650  244  179  435  347  
24  619  737  721  831  637  
25  587  904  756  848  778  
26  512  648  324  267  707  
27  507  739  724  787  745  
28  468  429  761  535  720  
29  453  697  549  332  731  
30  412  134  321  44  292  
31  409  649  632  572  850  
32  383  194  369  109  277  
33  373  760  727  750  863  
34  361  509  511  268  437  
35  330  569  655  527  275  
36  289  173  581  272  483  
37  266  406  288  264  640  
38  258  412  306  257  279  
39  257  402  574  615  634  
40  241  287  144  30  190  
41  209  156  410  367  435  
42  172  220  374  142  173  
43  151  215  246  57  106  
44  143  113  130  305  212  
45  104  49  53  14  72  
46  99  197  340  306  81  
47  97  184  136  97  131  
48  94  70  80  154  27  
49  73  63  227  17  77  
50  33  342  66  246  52  
