30 
1  988  820  5  
2  933  529  145  
3  874  87  688  
4  852  842  321  
5  841  359  674  
6  789  489  256  
7  776  100  646  
8  772  687  35  
9  725  822  115  
10  701  845  155  
11  605  522  355  
12  603  690  305  
13  599  586  644  
14  451  633  103  
15  428  952  141  
16  428  534  411  
17  402  799  434  
18  353  974  43  
19  347  583  453  
20  236  880  507  
21  183  243  805  
22  183  548  480  
23  177  594  423  
24  147  639  482  
25  141  274  748  
26  139  750  879  
27  135  745  906  
28  99  307  771  
29  35  852  668  
30  19  723  734  
