50 
1  997  655  499  1  
2  979  707  376  14  
3  956  371  12  843  
4  949  20  469  686  
5  927  7  965  211  
6  868  380  352  345  
7  835  192  969  29  
8  828  852  399  52  
9  827  115  701  343  
10  794  890  136  143  
11  787  398  7  974  
12  722  353  730  255  
13  672  7  971  628  
14  643  395  364  629  
15  587  733  618  127  
16  550  96  880  547  
17  549  908  2  961  
18  501  341  702  459  
19  475  43  461  978  
20  457  877  431  216  
21  376  65  130  999  
22  351  39  992  421  
23  340  89  711  914  
24  324  272  354  923  
25  314  863  658  204  
26  314  879  445  282  
27  299  151  852  707  
28  266  659  675  363  
29  255  903  134  696  
30  226  970  104  636  
31  164  963  529  211  
32  155  390  684  818  
33  153  289  826  746  
34  151  976  6  955  
35  148  538  906  383  
36  141  489  609  778  
37  131  668  240  903  
38  120  117  972  662  
39  117  194  873  825  
40  105  641  969  172  
41  90  828  134  921  
42  79  959  685  257  
43  49  215  905  861  
44  43  940  277  780  
45  29  838  282  913  
46  27  676  924  521  
47  19  769  534  896  
48  16  231  924  954  
49  10  683  814  867  
50  1  966  571  929  
