40 
1  974  32  476  
2  922  245  192  
3  911  177  367  
4  897  363  225  
5  870  5  935  
6  860  760  46  
7  786  75  748  
8  752  350  376  
9  730  55  863  
10  705  13  960  
11  687  846  78  
12  593  623  297  
13  564  46  949  
14  542  295  640  
15  531  675  295  
16  520  607  352  
17  476  346  656  
18  466  518  520  
19  388  449  659  
20  375  580  556  
21  354  823  253  
22  342  935  110  
23  316  501  659  
24  264  546  659  
25  262  65  984  
26  248  196  940  
27  245  685  540  
28  240  891  295  
29  216  967  178  
30  131  994  116  
31  130  566  837  
32  108  654  753  
33  95  902  497  
34  72  756  744  
35  64  974  383  
36  51  709  849  
37  42  814  834  
38  33  815  832  
39  8  1000  150  
40  6  992  562  
