40 
1  983  657  881  372  
2  965  890  416  493  
3  936  947  838  722  
4  935  958  641  971  
5  910  524  464  266  
6  907  963  947  982  
7  883  861  745  282  
8  862  930  155  393  
9  792  824  795  894  
10  728  30  202  440  
11  722  916  30  428  
12  688  569  427  237  
13  620  900  149  268  
14  609  609  905  602  
15  607  670  755  597  
16  583  665  291  393  
17  505  338  490  600  
18  487  409  432  37  
19  487  118  531  295  
20  436  850  827  976  
21  425  296  138  700  
22  398  18  20  17  
23  359  262  411  761  
24  328  673  892  496  
25  323  34  26  395  
26  308  606  893  880  
27  306  262  736  74  
28  289  170  546  165  
29  285  429  255  661  
30  276  409  205  684  
31  269  952  916  748  
32  199  195  807  803  
33  187  70  54  181  
34  186  247  182  31  
35  105  106  9  265  
36  91  114  71  113  
37  82  517  601  321  
38  76  277  252  255  
39  66  182  105  284  
40  34  415  323  417  
