40 
1  988  6  79  959  
2  945  47  662  367  
3  944  709  98  231  
4  940  104  436  492  
5  928  37  506  607  
6  928  536  164  295  
7  889  540  80  525  
8  877  20  440  824  
9  876  95  843  189  
10  863  244  790  116  
11  861  192  36  930  
12  860  298  176  704  
13  852  5  887  615  
14  779  362  943  24  
15  774  636  798  31  
16  770  910  390  29  
17  571  494  577  321  
18  570  524  394  493  
19  563  923  484  70  
20  511  336  320  828  
21  473  275  832  361  
22  471  934  230  255  
23  461  221  860  387  
24  460  140  741  666  
25  424  353  94  975  
26  381  955  656  33  
27  359  780  434  414  
28  343  226  682  766  
29  301  848  10  975  
30  230  660  240  881  
31  152  948  932  23  
32  150  70  915  899  
33  81  847  590  549  
34  67  919  923  81  
35  57  288  404  993  
36  52  69  851  985  
37  48  9  978  984  
38  39  826  440  858  
39  8  976  682  491  
40  4  680  843  884  
