50 
1  992  513  484  370  436  
2  963  533  550  946  474  
3  927  322  946  982  977  
4  917  359  289  448  467  
5  915  967  207  221  860  
6  912  113  341  473  999  
7  852  585  317  816  60  
8  823  63  561  496  712  
9  787  323  966  112  421  
10  779  457  687  64  210  
11  762  223  44  160  305  
12  756  664  230  314  711  
13  725  203  881  957  179  
14  691  586  574  673  773  
15  686  388  181  640  103  
16  661  630  338  744  297  
17  659  493  565  983  795  
18  653  693  299  863  705  
19  645  751  783  108  829  
20  631  134  332  333  250  
21  605  19  253  310  283  
22  544  790  787  564  806  
23  512  45  16  265  739  
24  496  615  365  421  499  
25  477  377  945  734  410  
26  475  264  848  256  54  
27  426  679  783  199  436  
28  387  508  282  309  120  
29  377  82  220  723  523  
30  331  595  49  346  631  
31  316  443  124  380  619  
32  271  489  527  385  826  
33  271  798  892  953  155  
34  240  657  97  419  972  
35  240  950  703  671  616  
36  224  341  861  660  843  
37  223  392  7  189  215  
38  215  520  27  348  148  
39  148  296  48  923  533  
40  131  107  191  851  421  
41  118  888  202  636  294  
42  117  668  79  206  600  
43  84  572  389  474  968  
44  80  842  872  587  184  
45  76  247  443  215  223  
46  60  649  94  439  771  
47  54  463  346  923  418  
48  28  38  81  103  131  
49  22  354  213  701  994  
50  9  708  80  69  843  
