50 
1  990  717  9  
2  988  358  86  
3  929  181  688  
4  895  179  628  
5  888  131  491  
6  885  259  310  
7  884  209  109  
8  861  596  20  
9  832  756  181  
10  822  319  136  
11  820  946  67  
12  815  283  532  
13  814  439  254  
14  801  226  789  
15  776  306  541  
16  748  730  156  
17  709  634  465  
18  704  254  362  
19  678  793  373  
20  634  261  442  
21  625  799  70  
22  601  581  212  
23  601  143  723  
24  587  52  499  
25  562  791  388  
26  550  365  170  
27  474  627  577  
28  469  816  65  
29  431  442  870  
30  411  662  543  
31  386  717  597  
32  351  973  209  
33  346  579  117  
34  319  674  203  
35  311  946  26  
36  285  500  512  
37  252  756  220  
38  237  946  337  
39  212  135  764  
40  180  690  537  
41  163  665  892  
42  161  843  678  
43  153  858  474  
44  135  695  633  
45  131  833  821  
46  98  974  424  
47  91  995  137  
48  85  913  579  
49  77  762  865  
50  67  265  890  
