30 
1  917  804  58  
2  905  111  101  
3  801  89  260  
4  757  458  486  
5  750  11  816  
6  749  382  663  
7  652  892  187  
8  567  395  497  
9  563  305  104  
10  524  217  791  
11  488  483  420  
12  467  311  143  
13  444  354  494  
14  427  94  856  
15  418  815  64  
16  417  276  432  
17  400  536  730  
18  395  869  151  
19  388  817  307  
20  365  84  941  
21  294  769  108  
22  231  758  430  
23  204  34  969  
24  202  189  996  
25  192  529  516  
26  117  755  757  
27  108  512  693  
28  64  562  829  
29  29  956  557  
30  7  548  977  
