30 
1  986  315  481  236  175  
2  976  924  73  771  4  
3  884  500  445  630  100  
4  857  524  74  570  529  
5  774  603  261  155  750  
6  740  701  154  215  700  
7  708  356  656  831  47  
8  706  741  899  359  20  
9  637  510  157  281  898  
10  636  428  176  388  873  
11  610  814  58  692  425  
12  596  591  647  57  757  
13  519  517  67  601  862  
14  517  28  852  317  893  
15  464  603  906  231  217  
16  459  468  549  194  783  
17  454  409  950  147  419  
18  418  99  500  967  362  
19  415  856  683  589  63  
20  384  829  140  585  568  
21  293  954  268  622  242  
22  224  676  927  204  420  
23  222  669  389  802  418  
24  193  719  109  405  955  
25  186  928  880  106  304  
26  117  24  969  601  905  
27  110  958  789  644  48  
28  98  915  217  218  898  
29  21  580  921  793  335  
30  4  943  571  693  662  
