50 
1  979  109  95  636  929  
2  971  391  676  240  830  
3  929  674  831  816  971  
4  922  453  679  382  15  
5  919  425  614  992  157  
6  889  5  171  129  890  
7  879  122  618  302  444  
8  839  303  751  847  106  
9  836  248  25  42  867  
10  826  884  26  456  263  
11  795  305  89  224  143  
12  771  574  900  593  555  
13  736  988  948  804  212  
14  730  368  410  775  319  
15  727  314  421  390  398  
16  701  538  995  282  141  
17  687  493  521  103  596  
18  678  793  540  365  188  
19  660  892  814  178  274  
20  659  766  348  477  473  
21  620  748  214  823  939  
22  609  270  477  456  957  
23  584  76  879  420  816  
24  487  558  812  411  827  
25  477  304  985  712  471  
26  455  828  24  928  201  
27  454  643  489  145  212  
28  452  630  615  439  385  
29  444  484  61  19  276  
30  429  533  410  295  323  
31  385  774  872  575  917  
32  381  771  742  470  40  
33  357  329  226  475  388  
34  356  41  51  513  760  
35  352  985  911  691  624  
36  335  256  788  367  445  
37  319  948  556  690  438  
38  318  143  893  549  933  
39  299  104  768  751  931  
40  289  774  108  836  987  
41  266  835  459  491  888  
42  248  910  338  650  713  
43  229  351  142  319  24  
44  220  791  583  278  528  
45  189  820  87  575  256  
46  124  258  79  428  235  
47  71  426  381  839  325  
48  58  486  855  661  794  
49  37  942  345  835  922  
50  1  277  76  287  198  
