30 
1  989  996  965  
2  965  948  954  
3  948  875  941  
4  903  827  877  
5  889  913  877  
6  875  490  924  
7  747  484  657  
8  718  673  610  
9  699  930  868  
10  697  729  569  
11  679  888  821  
12  499  446  626  
13  464  251  487  
14  442  307  107  
15  439  391  385  
16  410  398  728  
17  299  319  749  
18  268  122  212  
19  218  618  317  
20  191  250  259  
21  184  194  347  
22  140  445  249  
23  115  255  137  
24  93  88  165  
25  91  36  40  
26  68  189  102  
27  63  77  225  
28  34  24  72  
29  28  60  153  
30  12  145  17  
