20 
1  994  864  649  853  545  
2  971  853  822  907  927  
3  790  551  433  354  87  
4  772  496  730  252  724  
5  741  731  959  521  269  
6  707  469  992  931  874  
7  702  955  887  880  539  
8  683  789  808  564  348  
9  609  475  324  107  941  
10  475  659  432  828  184  
11  464  165  430  629  698  
12  403  629  765  791  615  
13  396  521  859  953  463  
14  384  68  402  167  422  
15  383  107  155  445  27  
16  383  624  977  983  995  
17  334  671  716  335  125  
18  258  902  912  908  659  
19  255  948  641  857  652  
20  159  685  88  2  39  
