30 
1  995  322  20  630  327  
2  989  533  534  32  215  
3  975  460  71  29  940  
4  966  472  965  1  619  
5  933  243  844  9  767  
6  879  804  217  50  712  
7  859  22  856  945  43  
8  838  173  494  297  734  
9  819  228  148  928  230  
10  776  979  432  269  35  
11  692  902  116  508  281  
12  644  51  913  662  268  
13  644  98  725  139  910  
14  604  408  984  2  824  
15  585  931  379  697  37  
16  551  556  566  245  625  
17  508  821  735  582  48  
18  484  890  6  951  356  
19  316  752  117  849  512  
20  286  646  496  86  947  
21  244  531  633  214  874  
22  230  965  806  215  96  
23  194  845  444  656  332  
24  167  798  513  425  627  
25  142  724  973  235  236  
26  124  438  405  830  718  
27  59  231  760  824  720  
28  14  943  698  443  597  
29  11  882  378  765  727  
30  3  966  739  517  643  
