40 
1  988  994  969  
2  969  864  943  
3  960  988  950  
4  959  981  992  
5  955  982  841  
6  944  953  944  
7  929  810  536  
8  857  945  893  
9  837  956  985  
10  833  680  250  
11  818  782  560  
12  811  883  870  
13  808  525  873  
14  717  745  704  
15  585  672  788  
16  553  206  366  
17  549  742  730  
18  543  618  552  
19  479  527  322  
20  476  520  555  
21  455  520  484  
22  419  745  721  
23  369  395  776  
24  347  333  613  
25  330  498  697  
26  317  418  451  
27  253  332  254  
28  244  436  205  
29  236  207  77  
30  230  248  442  
31  216  119  45  
32  187  320  300  
33  185  101  131  
34  146  25  70  
35  129  124  162  
36  118  155  232  
37  115  66  111  
38  71  328  126  
39  53  151  259  
40  49  305  123  
