30 
1  1000  5  155  
2  989  109  153  
3  896  49  635  
4  825  33  829  
5  821  370  249  
6  788  444  230  
7  775  35  861  
8  742  232  566  
9  736  583  205  
10  732  751  108  
11  629  622  281  
12  622  923  42  
13  613  125  788  
14  597  711  194  
15  585  920  42  
16  574  287  703  
17  565  455  503  
18  563  523  429  
19  475  162  864  
20  451  148  864  
21  379  356  764  
22  351  84  962  
23  248  589  739  
24  240  480  804  
25  238  360  845  
26  160  973  207  
27  138  309  954  
28  95  376  950  
29  78  160  994  
30  27  964  560  
