30 
1  993  261  2  910  
2  971  94  693  132  
3  965  879  315  11  
4  858  26  723  597  
5  851  998  219  2  
6  696  329  812  236  
7  686  121  978  91  
8  681  363  376  598  
9  618  557  268  557  
10  601  116  331  902  
11  598  425  39  959  
12  566  584  777  170  
13  547  878  96  532  
14  517  827  273  325  
15  495  557  260  765  
16  461  654  286  638  
17  425  506  823  227  
18  384  241  929  309  
19  366  1000  426  3  
20  357  873  274  452  
21  337  941  398  202  
22  330  741  206  711  
23  181  81  956  711  
24  147  94  446  995  
25  137  598  902  344  
26  39  693  607  830  
27  30  874  553  706  
28  18  958  807  317  
29  17  735  187  990  
30  10  816  641  873  
