40 
1  970  750  915  990  958  
2  968  405  662  743  895  
3  962  210  981  400  612  
4  944  781  894  917  925  
5  904  890  563  910  367  
6  903  961  982  792  906  
7  891  766  40  416  406  
8  865  759  553  787  968  
9  855  609  268  954  703  
10  801  535  785  734  444  
11  755  411  800  585  945  
12  737  938  488  582  434  
13  719  818  890  526  872  
14  645  449  710  544  519  
15  579  238  228  747  540  
16  546  476  542  490  826  
17  506  144  770  483  824  
18  502  458  309  806  783  
19  501  66  600  18  135  
20  487  133  294  69  398  
21  482  736  897  689  492  
22  444  584  585  285  978  
23  430  737  318  947  789  
24  346  726  503  605  519  
25  318  710  451  376  304  
26  302  630  360  131  185  
27  267  650  631  500  661  
28  263  653  538  506  156  
29  252  95  81  393  43  
30  201  67  402  435  410  
31  140  335  279  107  138  
32  126  337  314  32  453  
33  118  82  145  560  25  
34  112  21  40  3  453  
35  111  666  329  62  248  
36  61  715  38  795  92  
37  49  85  340  40  152  
38  26  441  489  25  108  
39  23  730  111  396  17  
40  10  116  240  373  284  
