40 
1  998  612  540  470  2  
2  969  570  557  31  372  
3  953  516  37  364  647  
4  952  3  438  663  851  
5  938  489  491  259  173  
6  898  97  831  408  243  
7  898  708  418  95  324  
8  884  54  219  513  856  
9  877  129  919  254  221  
10  834  157  100  430  917  
11  830  342  514  694  104  
12  824  534  796  320  94  
13  771  575  214  351  584  
14  756  841  301  434  143  
15  671  267  707  434  393  
16  637  224  446  895  232  
17  630  16  42  996  815  
18  624  873  881  277  38  
19  612  371  118  540  895  
20  593  20  957  585  515  
21  556  540  275  24  992  
22  535  395  690  802  119  
23  500  24  677  980  301  
24  496  62  855  654  472  
25  482  513  608  912  58  
26  475  417  41  233  997  
27  445  177  369  676  814  
28  354  386  538  352  758  
29  336  947  321  21  878  
30  326  664  574  163  789  
31  324  96  610  310  968  
32  321  977  158  247  558  
33  282  88  400  845  911  
34  236  898  321  452  541  
35  168  690  135  907  579  
36  161  686  262  978  227  
37  160  81  509  741  963  
38  135  946  61  238  965  
39  97  979  953  47  265  
40  50  816  774  598  379  
