30 
1  999  15  93  709  
2  945  207  105  733  
3  931  117  870  86  
4  924  1  808  912  
5  885  935  31  179  
6  842  792  38  467  
7  754  122  797  385  
8  700  646  277  373  
9  652  191  144  913  
10  649  70  815  629  
11  641  711  430  215  
12  639  168  931  193  
13  548  222  137  963  
14  489  250  365  873  
15  474  869  596  115  
16  463  420  949  96  
17  462  169  811  546  
18  440  823  185  583  
19  349  21  975  668  
20  225  892  597  239  
21  187  404  358  934  
22  139  395  828  666  
23  124  978  526  155  
24  121  38  811  986  
25  119  938  924  38  
26  114  964  706  141  
27  91  19  999  592  
28  51  864  82  970  
29  30  991  492  333  
30  23  979  462  525  
