30 
1  960  858  832  944  
2  951  962  889  760  
3  895  930  884  669  
4  886  875  800  932  
5  864  886  907  872  
6  836  755  718  278  
7  811  785  644  222  
8  763  831  742  783  
9  699  867  559  562  
10  695  243  762  344  
11  672  963  715  744  
12  537  570  390  179  
13  536  509  599  495  
14  534  406  409  592  
15  470  163  618  215  
16  437  583  636  373  
17  416  328  559  476  
18  385  298  236  484  
19  383  333  601  376  
20  246  273  496  564  
21  221  567  336  236  
22  214  396  727  673  
23  194  318  721  387  
24  182  169  202  212  
25  93  33  45  13  
26  63  46  236  99  
27  42  58  68  48  
28  33  342  235  129  
29  32  100  12  4  
30  12  69  8  57  
