50 
1  998  421  120  560  
2  998  472  29  149  
3  997  908  139  604  
4  991  953  758  866  
5  957  730  775  390  
6  894  361  585  27  
7  866  949  618  678  
8  843  467  303  640  
9  842  633  648  540  
10  796  90  543  733  
11  794  98  842  199  
12  793  152  671  146  
13  788  652  874  455  
14  769  58  111  154  
15  744  209  188  33  
16  738  550  617  802  
17  730  667  79  320  
18  724  480  845  331  
19  679  139  113  715  
20  668  126  287  944  
21  637  407  960  73  
22  612  803  284  919  
23  598  890  201  891  
24  583  348  653  370  
25  577  963  918  393  
26  526  194  104  138  
27  512  773  875  541  
28  507  956  400  235  
29  502  498  931  358  
30  473  396  593  874  
31  472  126  804  921  
32  424  822  24  300  
33  383  765  140  405  
34  377  557  293  575  
35  365  675  476  967  
36  336  154  442  88  
37  312  194  674  234  
38  298  802  470  497  
39  233  46  527  610  
40  202  309  384  661  
41  183  477  346  22  
42  163  456  179  424  
43  149  831  945  195  
44  137  24  87  947  
45  110  53  364  962  
46  100  429  468  273  
47  97  427  406  759  
48  20  656  117  351  
49  6  667  796  594  
50  3  357  608  711  
