20 
1  993  352  330  144  249  
2  930  76  384  255  820  
3  899  73  634  642  283  
4  820  101  915  686  62  
5  781  74  647  638  484  
6  755  840  176  834  59  
7  734  450  224  976  39  
8  703  262  546  924  64  
9  575  940  204  526  138  
10  529  162  948  332  404  
11  461  907  300  490  246  
12  439  816  813  739  14  
13  418  566  102  914  455  
14  398  312  952  359  288  
15  352  284  635  822  297  
16  225  377  819  970  46  
17  175  63  813  713  881  
18  144  915  555  789  100  
19  133  129  600  945  630  
20  118  540  167  911  797  
