40 
1  961  974  666  657  892  
2  948  997  334  480  681  
3  943  685  694  947  509  
4  919  944  727  781  977  
5  916  880  977  655  700  
6  902  275  852  921  790  
7  899  407  507  504  87  
8  869  916  834  412  944  
9  838  972  505  708  964  
10  838  204  707  311  326  
11  786  408  617  928  836  
12  780  966  533  935  870  
13  772  922  745  886  566  
14  690  922  872  761  519  
15  664  264  809  958  827  
16  616  210  670  589  305  
17  608  526  805  491  675  
18  599  643  471  224  129  
19  575  654  647  178  771  
20  509  196  619  569  419  
21  477  859  638  956  830  
22  465  642  901  502  854  
23  421  430  253  835  612  
24  415  133  64  76  91  
25  393  430  688  843  831  
26  376  576  250  677  220  
27  338  633  883  984  671  
28  329  729  966  354  867  
29  321  295  452  759  229  
30  312  790  612  633  61  
31  298  787  361  408  718  
32  257  788  893  530  655  
33  237  54  116  438  316  
34  100  130  306  34  60  
35  94  620  19  487  361  
36  86  314  221  103  697  
37  77  363  532  633  252  
38  62  438  246  488  193  
39  44  164  491  775  542  
40  7  109  5  195  81  
