50 
1  970  170  905  
2  957  701  461  
3  940  291  101  
4  887  421  263  
5  860  901  561  
6  842  102  911  
7  839  357  389  
8  835  765  724  
9  834  97  344  
10  819  391  37  
11  807  96  650  
12  781  757  416  
13  772  857  507  
14  764  213  572  
15  754  254  586  
16  748  416  854  
17  733  731  47  
18  710  202  411  
19  666  143  715  
20  664  409  568  
21  652  282  354  
22  637  253  819  
23  620  980  483  
24  518  976  949  
25  468  130  825  
26  458  669  725  
27  455  553  514  
28  455  267  294  
29  448  563  938  
30  369  572  901  
31  361  469  814  
32  327  482  195  
33  303  834  766  
34  280  152  806  
35  277  214  178  
36  274  813  483  
37  238  433  389  
38  236  755  207  
39  213  346  878  
40  200  564  902  
41  174  594  896  
42  168  283  226  
43  160  314  566  
44  137  439  971  
45  117  990  540  
46  48  644  321  
47  43  276  755  
48  43  911  962  
49  25  72  70  
50  10  480  893  
