40 
1  993  166  418  
2  976  912  716  
3  948  819  216  
4  917  727  660  
5  850  927  814  
6  839  90  742  
7  826  841  608  
8  761  428  360  
9  740  665  902  
10  715  609  601  
11  647  216  864  
12  620  385  437  
13  603  281  525  
14  562  900  992  
15  541  670  31  
16  517  102  454  
17  494  894  787  
18  467  450  329  
19  447  602  731  
20  442  494  442  
21  364  838  826  
22  324  762  288  
23  272  289  694  
24  223  27  772  
25  223  369  723  
26  212  62  479  
27  196  302  965  
28  168  28  161  
29  162  921  46  
30  151  79  456  
31  138  388  151  
32  137  378  145  
33  126  93  33  
34  112  503  541  
35  112  299  174  
36  80  293  53  
37  64  396  752  
38  51  144  527  
39  43  546  467  
40  18  284  228  
