30 
1  945  491  470  208  267  
2  930  380  239  763  144  
3  923  639  100  682  140  
4  920  453  81  512  484  
5  886  198  998  131  14  
6  852  103  685  346  546  
7  832  556  316  110  778  
8  777  899  629  5  691  
9  756  49  696  454  708  
10  715  143  564  237  856  
11  709  783  737  5  722  
12  677  904  546  355  59  
13  659  3  229  998  608  
14  562  685  185  504  553  
15  558  443  892  124  424  
16  542  234  392  889  330  
17  524  670  326  811  252  
18  388  517  283  825  428  
19  352  169  591  801  667  
20  340  461  810  390  479  
21  337  143  795  487  757  
22  274  398  963  583  133  
23  197  284  606  623  817  
24  180  801  543  708  249  
25  144  685  731  638  321  
26  127  319  524  959  458  
27  91  243  753  832  664  
28  72  823  359  781  613  
29  53  865  660  30  975  
30  22  518  902  982  117  
