30 
1  958  992  994  
2  938  906  931  
3  852  985  951  
4  851  660  545  
5  796  754  469  
6  791  869  728  
7  773  816  831  
8  722  404  456  
9  581  961  769  
10  511  507  667  
11  489  681  436  
12  451  645  744  
13  398  656  520  
14  379  611  448  
15  341  208  378  
16  301  750  613  
17  268  221  269  
18  244  222  585  
19  203  609  486  
20  165  58  50  
21  155  38  19  
22  152  213  138  
23  150  247  86  
24  147  119  159  
25  135  66  273  
26  125  15  138  
27  94  440  146  
28  85  259  211  
29  57  113  182  
30  51  123  101  
