50 
1  954  919  918  
2  951  854  823  
3  921  959  952  
4  915  980  933  
5  900  976  980  
6  886  583  636  
7  880  997  790  
8  878  652  641  
9  852  429  441  
10  844  913  642  
11  842  895  877  
12  837  633  581  
13  772  872  924  
14  760  421  384  
15  725  664  313  
16  724  339  804  
17  716  822  805  
18  691  785  689  
19  673  317  267  
20  654  264  411  
21  651  901  943  
22  630  548  610  
23  576  723  615  
24  572  514  692  
25  567  856  826  
26  564  439  671  
27  537  182  724  
28  531  454  455  
29  529  823  791  
30  495  268  267  
31  431  579  548  
32  371  428  475  
33  367  605  198  
34  365  102  199  
35  314  196  162  
36  292  277  280  
37  265  221  186  
38  232  130  204  
39  227  490  128  
40  192  502  586  
41  191  218  133  
42  189  850  570  
43  187  145  186  
44  172  452  170  
45  147  291  474  
46  134  111  633  
47  131  166  470  
48  45  198  79  
49  29  348  160  
50  5  1  1  
