30 
1  997  973  993  
2  968  971  998  
3  926  754  862  
4  899  970  914  
5  762  857  853  
6  749  445  406  
7  742  474  262  
8  727  461  751  
9  713  803  877  
10  648  871  792  
11  641  337  699  
12  632  542  469  
13  566  429  668  
14  557  572  403  
15  542  680  735  
16  531  805  900  
17  441  780  562  
18  392  247  245  
19  362  483  226  
20  312  339  787  
21  290  183  433  
22  251  752  842  
23  213  347  428  
24  192  276  140  
25  92  149  40  
26  90  17  86  
27  90  363  82  
28  86  193  55  
29  27  33  20  
30  26  40  13  
