20 
1  970  513  81  225  600  
2  967  460  516  101  280  
3  933  36  243  426  875  
4  754  363  41  159  991  
5  683  699  101  872  207  
6  682  247  353  740  510  
7  598  244  549  615  517  
8  538  515  953  33  491  
9  511  291  287  403  926  
10  507  426  670  716  216  
11  491  616  618  880  43  
12  362  149  292  421  980  
13  315  496  138  360  968  
14  300  944  723  50  568  
15  278  341  448  267  964  
16  264  126  879  788  431  
17  253  540  506  218  894  
18  238  245  145  999  265  
19  218  22  915  252  969  
20  168  508  647  291  861  
