40 
1  986  11  58  765  876  
2  986  137  945  191  45  
3  965  118  937  190  100  
4  960  161  699  169  368  
5  928  109  146  907  350  
6  920  353  606  22  758  
7  910  33  67  957  621  
8  827  354  372  499  392  
9  813  844  540  44  466  
10  769  471  762  331  148  
11  661  876  684  47  325  
12  650  402  753  266  406  
13  611  936  329  779  14  
14  599  975  22  680  295  
15  584  419  564  513  426  
16  576  353  210  998  29  
17  543  213  758  903  83  
18  513  215  692  366  797  
19  508  841  643  466  104  
20  506  930  155  121  762  
21  500  516  695  530  230  
22  481  61  317  121  999  
23  472  123  120  334  997  
24  391  516  589  636  399  
25  341  196  133  967  692  
26  336  273  675  889  262  
27  243  722  20  889  846  
28  198  115  452  605  967  
29  164  656  778  882  63  
30  126  215  509  965  574  
31  113  542  625  921  267  
32  107  277  576  839  721  
33  51  707  953  296  484  
34  50  17  256  996  964  
35  42  258  236  1000  409  
36  27  705  972  496  314  
37  26  673  993  661  66  
38  16  956  858  48  840  
39  12  843  839  841  255  
40  6  375  977  91  987  
