50 
1  996  974  996  961  
2  974  379  828  759  
3  950  272  113  383  
4  949  175  547  360  
5  927  835  942  809  
6  926  934  838  784  
7  912  948  464  717  
8  886  849  856  997  
9  883  813  333  945  
10  872  639  916  504  
11  871  905  828  971  
12  864  622  605  733  
13  843  165  329  286  
14  774  946  838  627  
15  761  386  862  955  
16  756  911  759  960  
17  718  336  555  470  
18  691  198  218  663  
19  685  372  151  334  
20  652  945  874  443  
21  637  335  371  319  
22  608  226  744  391  
23  608  78  151  876  
24  603  960  949  767  
25  586  300  424  686  
26  586  821  839  958  
27  576  574  690  803  
28  567  168  152  419  
29  553  317  235  546  
30  537  640  978  414  
31  490  135  902  855  
32  462  372  937  537  
33  448  771  11  6  
34  446  273  235  24  
35  436  146  211  191  
36  431  793  128  904  
37  428  419  946  977  
38  337  765  554  362  
39  301  197  457  686  
40  296  361  135  497  
41  293  51  241  162  
42  248  708  285  672  
43  230  114  594  44  
44  152  707  803  564  
45  94  37  91  28  
46  90  53  75  387  
47  51  244  126  20  
48  49  341  439  446  
49  44  63  64  19  
50  41  203  211  11  
