30 
1  977  257  149  366  
2  886  511  612  79  
3  882  56  114  940  
4  875  668  530  51  
5  853  3  739  890  
6  843  212  265  673  
7  830  275  239  684  
8  811  594  339  252  
9  806  763  142  281  
10  799  906  19  438  
11  712  159  556  659  
12  660  658  45  804  
13  602  945  157  199  
14  580  903  254  200  
15  502  450  587  461  
16  501  928  254  245  
17  457  637  488  414  
18  431  878  687  78  
19  430  434  399  733  
20  423  178  820  601  
21  415  715  451  360  
22  344  405  654  586  
23  315  597  222  801  
24  287  600  648  464  
25  280  726  269  667  
26  252  646  284  788  
27  155  437  714  695  
28  98  198  991  437  
29  97  617  964  220  
30  15  935  612  678  
