30 
1  990  846  921  
2  979  825  302  
3  893  95  142  
4  842  941  513  
5  731  699  249  
6  706  849  862  
7  641  130  492  
8  618  322  603  
9  562  406  344  
10  551  876  628  
11  516  368  928  
12  502  753  915  
13  440  457  818  
14  374  243  769  
15  370  405  510  
16  335  502  966  
17  321  953  331  
18  320  659  844  
19  310  188  667  
20  310  163  108  
21  294  895  499  
22  279  927  368  
23  230  262  448  
24  164  761  122  
25  124  681  106  
26  98  774  815  
27  93  994  566  
28  69  833  688  
29  65  642  804  
30  31  765  358  
