30 
1  977  834  847  947  
2  974  866  983  942  
3  933  972  960  949  
4  932  487  699  504  
5  915  537  641  746  
6  854  954  865  780  
7  826  876  882  977  
8  818  733  693  786  
9  794  966  932  863  
10  743  960  812  932  
11  740  562  686  744  
12  738  903  719  900  
13  732  846  972  698  
14  707  800  863  817  
15  684  535  599  684  
16  679  799  482  890  
17  617  768  543  791  
18  540  508  238  396  
19  513  463  537  331  
20  497  419  658  453  
21  422  619  503  684  
22  359  438  349  466  
23  316  116  224  206  
24  278  637  617  566  
25  274  255  271  179  
26  150  96  10  204  
27  138  158  105  87  
28  63  533  442  721  
29  57  221  487  284  
30  30  17  41  168  
